PATH_TO_ROOT,SEQUENCE,IMMEDIATE_PARENT,CODE,CODE_TEXT
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP442064-4,3,LP442064-4,78356-3,Bacteria Implnt dev Cult
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9,35,LP14082-9,LP442065-1,Bacteria | Isolate | Microbiology
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP442065-1,1,LP442065-1,42806-0,Deprecated Bacteria Islt
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP442065-1,2,LP442065-1,42803-7,Bacteria Islt
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP442065-1,3,LP442065-1,32367-5,Bacteria Islt Aerobe Cult
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP442065-1,4,LP442065-1,20878-5,Bacteria Islt Anaerobe Cult
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP442065-1,5,LP442065-1,20877-7,Bacteria Islt Anim Inoc
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP442065-1,6,LP442065-1,43409-2,Bacteria Islt Cult
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP442065-1,7,LP442065-1,75756-7,Bacteria Islt MS.MALDI-TOF
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP442065-1,8,LP442065-1,42661-9,Bacteria Islt PFGE
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP442065-1,9,LP442065-1,73733-8,Bacteria biotype Islt
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9,36,LP14082-9,LP442066-9,Bacteria | Line specimen | Microbiology
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP442066-9,1,LP442066-9,616-3,Bacteria Line IV Ln Cult
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP442066-9,2,LP442066-9,17942-4,Bacteria Line IV Ln Cult org #2
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP442066-9,3,LP442066-9,17943-2,Bacteria Line IV Ln Cult org #3
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP442066-9,4,LP442066-9,17944-0,Bacteria Line IV Ln Cult org #4
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP442066-9,5,LP442066-9,17945-7,Bacteria Line IV Ln Cult org #5
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP442066-9,6,LP442066-9,17946-5,Bacteria Line IV Ln Cult org #6
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9,37,LP14082-9,LP442067-7,Bacteria | Litter | Microbiology
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP442067-7,1,LP442067-7,20693-8,Bacteria Litter Aerobe Cult
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9,38,LP14082-9,LP442068-5,Bacteria | Milk | Microbiology
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP442068-5,1,LP442068-5,20879-3,Bacteria Mlk Aerobe Cult
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9,39,LP14082-9,LP373675-0,Bacteria | Mother's milk | Microbiology
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP373675-0,1,LP373675-0,20695-3,Bacteria # Mother Milk
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP373675-0,2,LP373675-0,106042-5,Bacteria Mother Milk Cult
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9,40,LP14082-9,LP442069-3,Bacteria | Mouth | Microbiology
LP432695-7.LP29693-6.LP343406-7.LP7819-8.LP14559-6.LP98185-9.LP14082-9.LP442069-3,1,LP442069-3,91866-4,Bacteria Mouth Aerobe Cult
